genre,id,name,sinopsis,tags
Adventure,10182,Harmony: The Fall of Reverie,"Harmony: The Fall of Reverie is an adventure game for the Nintendo Switch. It is ranked #604 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 8.20.","['Adventure', 'Interactive story', 'Visual novel', 'Story choices', 'Text-heavy', 'Science Fiction', 'Drawing / painting']"
Adventure,13116,Just Crow Things,"Just Crow Things is an adventure game for the Nintendo Switch. It is ranked #648 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 8.17.",['No tags']
Adventure,13063,Natsu-Mon: 20th Century Summer Kid,"Natsu-Mon: 20th Century Summer Kid is an adventure game for the Nintendo Switch. It is ranked #648 on the all-time Top Rated Switch games,  with a total of 9 reviews  and an average score of 8.17.",['No tags']
Adventure,335,Oxenfree,"Oxenfree is an adventure game for the Nintendo Switch. It is ranked #648 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 8.17.","['Adventure', 'Exploration', 'Interactive story', 'Story choices', 'Fantastic', 'Scary', 'Weird', 'Drawing / painting', 'Side Scroller']"
Adventure,6344,Doctor Who: The Lonely Assassins,"Doctor Who: The Lonely Assassins is an adventure game for the Nintendo Switch. It is ranked #676 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 8.15.","['Adventure', 'Investigation', 'Fantastic', 'First-Person']"
Adventure,5076,Heaven's Vault,"Heaven's Vault is an adventure game for the Nintendo Switch. It is ranked #741 on the all-time Top Rated Switch games,  with a total of 11 reviews  and an average score of 8.11.","['Adventure', 'Point-and-click', 'Investigation', 'Text-heavy', 'Science Fiction', 'Drawing / painting']"
Adventure,13900,Stray,"Stray is an adventure game for the Nintendo Switch. It is ranked #741 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 8.11.",['No tags']
Adventure,2949,Omen Exitio: Plague,"Omen Exitio: Plague is an adventure game for the Nintendo Switch. It is ranked #791 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 8.07.","['Adventure', 'Text-based adventure', 'Story choices', 'Fantastic']"
Adventure,6018,Umurangi Generation Special Edition,"Umurangi Generation Special Edition is an adventure game for the Nintendo Switch. It is ranked #791 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 8.07.","['Simulation', 'Exploration', 'Photography', 'Walking simulator', 'Dystopian', 'Science Fiction', 'Political', 'Melancholy', 'Low-poly', 'First-Person', 'No fail state']"
Adventure,12381,"Little Kitty, Big City","Little Kitty, Big City is an adventure game for the Nintendo Switch. It is ranked #838 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 8.03.",['No tags']
Adventure,9621,Unheard: Voices of Crime Edition,"Unheard: Voices of Crime Edition is an adventure game for the Nintendo Switch. It is ranked #838 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 8.03.","['Adventure', 'Point-and-click', 'Investigation', 'Fantastic']"
Adventure,1493,A Case of Distrust,"A Case of Distrust is an adventure game for the Nintendo Switch. It is ranked #866 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 8.00.",['No tags']
Adventure,7006,Life is Strange: True Colors,"Life is Strange: True Colors is an adventure game for the Nintendo Switch. It is ranked #866 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 8.00.","['Adventure', 'Interactive story', 'Story choices', 'Fantastic', 'Emotional', 'Third Person', 'Mature / adults']"
Adventure,415,OPUS: The Day We Found Earth,"OPUS: The Day We Found Earth is an adventure game for the Nintendo Switch. It is ranked #866 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 8.00. It is part of the OPUS series.","['Adventure', 'Interactive story', 'Science Fiction', 'Emotional']"
Adventure,9431,Master Detective Archives: Rain Code,"Master Detective Archives: Rain Code is an adventure game for the Nintendo Switch. It is ranked #930 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.99.","['Adventure', 'Point-and-click', 'Investigation', 'Fantastic', 'Anime', 'Third Person']"
Adventure,11934,Mediterranea Inferno,"Mediterranea Inferno is an adventure game for the Nintendo Switch. It is ranked #960 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.96.",['No tags']
Adventure,8917,Once Upon a Jester,"Once Upon a Jester is an adventure game for the Nintendo Switch. It is ranked #984 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.94.","['Adventure', 'Interactive story', 'Story choices', 'Fantastic', 'Drawing / painting', 'Side Scroller']"
Adventure,2985,Neo Cab,"Neo Cab is an adventure game for the Nintendo Switch. It is ranked #1005 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 7.93.",['No tags']
Adventure,6285,Haven Park,"Haven Park is an adventure game for the Nintendo Switch. It is ranked #1021 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.92.","['Adventure', 'Exploration', 'Walking simulator', 'Feel Good', 'Relaxing', 'Cartoon / comics', 'Top-Down', 'Family friendly']"
Adventure,4481,Paradise Killer,"Paradise Killer is an adventure game for the Nintendo Switch. It is ranked #1021 on the all-time Top Rated Switch games,  with a total of 13 reviews  and an average score of 7.92.","['Adventure', 'Point-and-click', 'Visual novel', 'Exploration', 'Investigation', 'Fantastic', 'First-Person']"
Adventure,4104,Across the Grooves,"Across the Grooves is an adventure game for the Nintendo Switch. It is ranked #1039 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.90.",['No tags']
Adventure,4516,Death and Taxes,"Death and Taxes is an adventure game for the Nintendo Switch. It is ranked #1039 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.90.","['Adventure', 'Puzzle', 'Simulation', 'Story choices', 'Text-heavy', 'Fantastic']"
Adventure,9556,Ib,"Ib is an adventure game for the Nintendo Switch. It is ranked #1039 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.90.","['Adventure', 'Interactive story', 'Emotional', 'Drawing / painting', 'Pixel art', 'Top-Down']"
Adventure,6472,Tux and Fanny,"Tux and Fanny is an adventure game for the Nintendo Switch. It is ranked #1039 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.90.","['Adventure', 'Point-and-click', 'Exploration', 'Experimental', 'Relaxing', 'Weird', 'Pixel art', 'Casual', 'No fail state']"
Adventure,179,2064: Read Only Memories Integral,"2064: Read Only Memories Integral is an adventure game for the Nintendo Switch. It is ranked #1083 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.88.","['Adventure', 'Visual novel', 'Investigation', 'Story choices', 'Text-heavy', 'Science Fiction', 'Political', 'Pixel art']"
Adventure,3824,Ministry of Broadcast,"Ministry of Broadcast is an adventure game for the Nintendo Switch. It is ranked #1143 on the all-time Top Rated Switch games,  with a total of 12 reviews  and an average score of 7.85.",['No tags']
Adventure,7593,Boreal Tenebrae,"Boreal Tenebrae is an adventure game for the Nintendo Switch. It is ranked #1242 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.80.","['Adventure', 'Horror', 'Investigation', 'Gore', 'Scary', 'Low-poly', 'Pixel art', 'Third Person']"
Adventure,14102,Universe for Sale,"Universe for Sale is an adventure game for the Nintendo Switch. It is ranked #1242 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.80.",['No tags']
Adventure,11771,Arzette: The Jewel of Faramore,"Arzette: The Jewel of Faramore is an adventure game for the Nintendo Switch. It is ranked #1267 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 7.79.",['No tags']
Adventure,1786,Cattails,"Cattails is an adventure game for the Nintendo Switch. It is ranked #1324 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.75.",['No tags']
Adventure,1576,Scribblenauts Mega Pack,"Scribblenauts Mega Pack is an adventure game for the Nintendo Switch. It is ranked #1324 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.75.",['No tags']
Adventure,12433,Read Only Memories: Neurodiver,"Read Only Memories: Neurodiver is an adventure game for the Nintendo Switch. It is ranked #1394 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.72.",['No tags']
Adventure,5134,Alba: A Wildlife Adventure,"Alba: A Wildlife Adventure is an adventure game for the Nintendo Switch. It is ranked #1414 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.70.","['Adventure', 'Exploration', 'Open world', 'Photography', 'Walking simulator', 'Feel Good', 'Relaxing', 'Low-poly', 'Third Person', 'Real-time', 'Casual', 'No fail state', 'Family friendly']"
Adventure,3168,Tokyo Dark - Remembrance,"Tokyo Dark - Remembrance is an adventure game for the Nintendo Switch. It is ranked #1414 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.70.",['No tags']
Adventure,7571,Sherlock Holmes: The Devil's Daughter,"Sherlock Holmes: The Devil's Daughter is an adventure game for the Nintendo Switch. It is ranked #1451 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.68. It is part of the Sherlock Holmes series.","['Adventure', 'Interactive story', 'Point-and-click', 'Investigation']"
Adventure,7263,About an Elf,"About an Elf is an adventure game for the Nintendo Switch. It is ranked #1467 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.67.","['Adventure', 'Fantastic', 'Experimental', 'Weird']"
Adventure,10142,Dordogne,"Dordogne is an adventure game for the Nintendo Switch. It is ranked #1467 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.67.","['Adventure', 'Exploration', 'Coming of age story', 'Emotional', 'Drawing / painting']"
Adventure,4278,Interrogation: You will be deceived,"Interrogation: You will be deceived is an adventure game for the Nintendo Switch. It is ranked #1467 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.67.",['No tags']
Adventure,5939,LiEat,"LiEat is an adventure game for the Nintendo Switch. It is ranked #1467 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.67.","['Adventure', 'Pixel art', 'Top-Down']"
Adventure,5841,Mutazione,"Mutazione is an adventure game for the Nintendo Switch. It is ranked #1467 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.67.","['Adventure', 'Interactive story', 'Walking simulator', 'Dystopian', 'Emotional', 'Cartoon / comics', 'Side Scroller', 'Casual']"
Adventure,3640,Afterparty,"Afterparty is an adventure game for the Nintendo Switch. It is ranked #1548 on the all-time Top Rated Switch games,  with a total of 9 reviews  and an average score of 7.63.",['No tags']
Adventure,3825,Arcade Spirits,"Arcade Spirits is an adventure game for the Nintendo Switch. It is ranked #1548 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.63.",['No tags']
Adventure,8803,Buddy Simulator 1984,"Buddy Simulator 1984 is an adventure game for the Nintendo Switch. It is ranked #1548 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.63.","['Adventure', 'Fantastic', 'Funny', 'Weird', 'Minimalistic visuals', 'Monochrome', 'Pixel art', 'Top-Down']"
Adventure,2322,Path to Mnemosyne,"Path to Mnemosyne is an adventure game for the Nintendo Switch. It is ranked #1548 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.63.",['No tags']
Adventure,8282,Shin chan: Me and the Professor on Summer Vacation,"Shin chan: Me and the Professor on Summer Vacation is an adventure game for the Nintendo Switch. It is ranked #1548 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.63.","['Adventure', 'Exploration', 'Feel Good', 'Anime', 'Drawing / painting', 'Family friendly']"
Adventure,2134,Yumenikki -Dream Diary-,"Yumenikki -Dream Diary- is an adventure game for the Nintendo Switch. It is ranked #1548 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.63.",['No tags']
Adventure,11575,Another Code: Recollection,"Another Code: Recollection is an adventure game for the Nintendo Switch. It is ranked #1601 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.61.",['No tags']
Adventure,6105,Sky: Children of the Light,"Sky: Children of the Light is an adventure game for the Nintendo Switch. It is ranked #1609 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.60.","['Adventure', 'Exploration', 'Interactive story', 'Bird-flying', 'Walking simulator', 'Fantastic', 'Relaxing', 'Third Person', 'Casual']"
Adventure,7822,Opus: Echo of Starsong - Full Bloom Edition,"Opus: Echo of Starsong - Full Bloom Edition is an adventure game for the Nintendo Switch. It is ranked #1660 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.57. It is part of the OPUS series.","['Adventure', 'Interactive story', 'Exploration', 'Science Fiction', 'Emotional']"
Adventure,4868,Ord.,"Ord. is an adventure game for the Nintendo Switch. It is ranked #1727 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.54.","['Adventure', 'Text-based adventure', 'Story choices', 'Text-heavy', 'Monochrome', 'Minimalistic visuals', 'Mature / adults']"
Adventure,2795,Sagebrush,"Sagebrush is an adventure game for the Nintendo Switch. It is ranked #1735 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.53.",['No tags']
Adventure,3339,60 Parsecs!,"60 Parsecs! is an adventure game for the Nintendo Switch. It is ranked #1769 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.50.",['No tags']
Adventure,10147,Fishing Vacation,"Fishing Vacation is an adventure game for the Nintendo Switch. It is ranked #1769 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.50.","['Adventure', 'Simulation', 'Fishing', 'Monochrome', 'Pixel art', 'Top-Down']"
Adventure,9736,Melon Journey: Bittersweet Memories,"Melon Journey: Bittersweet Memories is an adventure game for the Nintendo Switch. It is ranked #1769 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.50.","['Adventure', 'Interactive story', 'Exploration', 'Monochrome', 'Pixel art', 'Top-Down', 'Retro inspired']"
Adventure,646,OPUS: Rocket of Whispers,"OPUS: Rocket of Whispers is an adventure game for the Nintendo Switch. It is ranked #1769 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 7.50. It is part of the OPUS series.","['Adventure', 'Interactive story', 'Science Fiction', 'Emotional']"
Adventure,2458,We. The Revolution,"We. The Revolution is an adventure game for the Nintendo Switch. It is ranked #1769 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.50.","['Adventure', 'Text-based adventure', 'Text-heavy', 'Political', 'Mature / adults']"
Adventure,1323,1979 Revolution: Black Friday,"1979 Revolution: Black Friday is an adventure game for the Nintendo Switch. It is ranked #1853 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.48.",['No tags']
Adventure,4215,Distraint 2,"Distraint 2 is an adventure game for the Nintendo Switch. It is ranked #1853 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.48.",['No tags']
Adventure,10732,Retro Mystery Club Vol 1: The Ise-Shima Case,"Retro Mystery Club Vol 1: The Ise-Shima Case is an adventure game for the Nintendo Switch. It is ranked #1914 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.43.",['No tags']
Adventure,2416,39 Days to Mars,"39 Days to Mars is an adventure game for the Nintendo Switch. It is ranked #1959 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.40.",['No tags']
Adventure,12704,Tchia,"Tchia is an adventure game for the Nintendo Switch. It is ranked #1959 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.40.",['No tags']
Adventure,1244,Angels of Death,"Angels of Death is an adventure game for the Nintendo Switch. It is ranked #1999 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.38.",['No tags']
Adventure,837,The Infectious Madness of Doctor Dekker,"The Infectious Madness of Doctor Dekker is an adventure game for the Nintendo Switch. It is ranked #1999 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 7.38.",['No tags']
Adventure,4120,Night Call,"Night Call is an adventure game for the Nintendo Switch. It is ranked #2061 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.34.",['No tags']
Adventure,2007,Bad Dream: Coma,"Bad Dream: Coma is an adventure game for the Nintendo Switch. It is ranked #2069 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.33.",['No tags']
Adventure,3431,Lydia,"Lydia is an adventure game for the Nintendo Switch. It is ranked #2069 on the all-time Top Rated Switch games,  with a total of 9 reviews  and an average score of 7.33.",['No tags']
Adventure,1992,The Book of Unwritten Tales 2,"The Book of Unwritten Tales 2 is an adventure game for the Nintendo Switch. It is ranked #2069 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.33.",['No tags']
Adventure,7578,Time on Frog Island,"Time on Frog Island is an adventure game for the Nintendo Switch. It is ranked #2122 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 7.32.","['Adventure', 'Crafting', 'Exploration', 'Funny', 'Cartoon / comics', 'Third Person', 'Casual', 'Family friendly']"
Adventure,10477,Flutter Away,"Flutter Away is an adventure game for the Nintendo Switch. It is ranked #2139 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.30.","['Adventure', 'Simulation', 'Exploration', 'Photography', 'Walking simulator', 'First-Person']"
Adventure,1415,Flood of Light,"Flood of Light is an adventure game for the Nintendo Switch. It is ranked #2213 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.25.",['No tags']
Adventure,5312,Thomas Was Alone,"Thomas Was Alone is an adventure game for the Nintendo Switch. It is ranked #2213 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.25.","['Adventure', 'Interactive story', 'Puzzle platformer', 'Emotional', 'Minimalistic visuals', 'Side Scroller']"
Adventure,3458,Not Tonight: Take Back Control Edition,"Not Tonight: Take Back Control Edition is an adventure game for the Nintendo Switch. It is ranked #2250 on the all-time Top Rated Switch games,  with a total of 10 reviews  and an average score of 7.24.",['No tags']
Adventure,6998,Omno,"Omno is an adventure game for the Nintendo Switch. It is ranked #2250 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 7.24.","['Adventure', 'Interactive story', 'Exploration', 'Fantastic', 'Emotional', 'Low-poly', 'Third Person']"
Adventure,12168,Retro Mystery Club Vol. 2: The Beppu Case,"Retro Mystery Club Vol. 2: The Beppu Case is an adventure game for the Nintendo Switch. It is ranked #2257 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.23.",['No tags']
Adventure,3189,Simulacra,"Simulacra is an adventure game for the Nintendo Switch. It is ranked #2271 on the all-time Top Rated Switch games,  with a total of 9 reviews  and an average score of 7.22.",['No tags']
